Date,FBAKX,FXAIX
2015-07-24,23.15999984741211,73.37000274658203
2015-07-27,23.049999237060547,72.94000244140625
2015-07-28,23.219999313354492,73.8499984741211
2015-07-29,23.34000015258789,74.4000015258789
2015-07-30,23.360000610351562,74.4000015258789
2015-07-31,23.360000610351562,74.23999786376953
2015-08-03,23.329999923706055,74.02999877929688
2015-08-04,23.270000457763672,73.87000274658203
2015-08-05,23.360000610351562,74.12000274658203
2015-08-06,23.200000762939453,73.56999969482422
2015-08-07,23.170000076293945,73.36000061035156
2015-08-10,23.350000381469727,74.30000305175781
2015-08-11,23.219999313354492,73.61000061035156
2015-08-12,23.209999084472656,73.69000244140625
2015-08-13,23.190000534057617,73.61000061035156
2015-08-14,23.239999771118164,73.9000015258789
2015-08-17,23.34000015258789,74.30000305175781
2015-08-18,23.270000457763672,74.12000274658203
2015-08-19,23.139999389648438,73.51000213623047
2015-08-20,22.780000686645508,71.95999908447266
2015-08-21,22.350000381469727,69.68000030517578
2015-08-24,21.760000228881836,66.91999816894531
2015-08-25,21.610000610351562,66.02999877929688
2015-08-26,22.06999969482422,68.61000061035156
2015-08-27,22.450000762939453,70.29000091552734
2015-08-28,22.479999542236328,70.33999633789062
2015-08-31,22.329999923706055,69.76000213623047
2015-09-01,21.899999618530273,67.69999694824219
2015-09-02,22.149999618530273,68.94999694824219
2015-09-03,22.18000030517578,69.02999877929688
2015-09-04,21.989999771118164,67.9800033569336
2015-09-08,22.299999237060547,69.69000244140625
2015-09-09,22.110000610351562,68.7300033569336
2015-09-10,22.15999984741211,69.0999984741211
2015-09-11,22.200000762939453,69.43000030517578
2015-09-14,22.139999389648438,69.1500015258789
2015-09-15,22.290000915527344,70.04000091552734
2015-09-16,22.440000534057617,70.6500015258789
2015-09-17,22.43000030517578,70.4800033569336
2015-09-18,22.229999542236328,69.33999633789062
2015-09-21,22.229999542236328,69.66000366210938
2015-09-22,22.040000915527344,68.80000305175781
2015-09-23,21.989999771118164,68.66000366210938
2015-09-24,21.93000030517578,68.43000030517578
2015-09-25,21.8799991607666,68.4000015258789
2015-09-28,21.469999313354492,66.66999816894531
2015-09-29,21.469999313354492,66.75
2015-09-30,21.75,68.02999877929688
2015-10-01,21.780000686645508,68.16999816894531
2015-10-02,22.059999465942383,68.77999877929688
2015-10-05,22.260000228881836,70.04000091552734
2015-10-06,22.229999542236328,69.79000091552734
2015-10-07,22.350000381469727,70.37999725341797
2015-10-08,22.469999313354492,71.01000213623047
2015-10-09,21.170000076293945,71.05999755859375
2015-10-12,21.200000762939453,71.1500015258789
2015-10-13,21.100000381469727,70.66999816894531
2015-10-14,21.079999923706055,70.33999633789062
2015-10-15,21.290000915527344,71.38999938964844
2015-10-16,21.34000015258789,71.72000122070312
2015-10-19,21.350000381469727,71.73999786376953
2015-10-20,21.309999465942383,71.62999725341797
2015-10-21,21.200000762939453,71.2300033569336
2015-10-22,21.389999389648438,72.41999816894531
2015-10-23,21.549999237060547,73.22000122070312
2015-10-26,21.510000228881836,73.06999969482422
2015-10-27,21.450000762939453,72.88999938964844
2015-10-28,21.639999389648438,73.76000213623047
2015-10-29,21.610000610351562,73.7300033569336
2015-10-30,21.579999923706055,73.37999725341797
2015-11-02,21.760000228881836,74.25
2015-11-03,21.770000457763672,74.44999694824219
2015-11-04,21.739999771118164,74.20999908447266
2015-11-05,21.719999313354492,74.1500015258789
2015-11-06,21.75,74.12999725341797
2015-11-09,21.610000610351562,73.41999816894531
2015-11-10,21.610000610351562,73.55000305175781
2015-11-11,21.530000686645508,73.30999755859375
2015-11-12,21.329999923706055,72.30000305175781
2015-11-13,21.18000030517578,71.48999786376953
2015-11-16,21.389999389648438,72.55999755859375
2015-11-17,21.3700008392334,72.4800033569336
2015-11-18,21.610000610351562,73.66000366210938
2015-11-19,21.59000015258789,73.58000183105469
2015-11-20,21.649999618530273,73.87000274658203
2015-11-23,21.649999618530273,73.77999877929688
2015-11-24,21.690000534057617,73.87999725341797
2015-11-25,21.729999542236328,73.87999725341797
2015-11-27,21.739999771118164,73.94000244140625
2015-11-30,21.690000534057617,73.5999984741211
2015-12-01,21.860000610351562,74.38999938964844
2015-12-02,21.719999313354492,73.58999633789062
2015-12-03,21.469999313354492,72.52999877929688
2015-12-04,21.739999771118164,74.0199966430664
2015-12-07,21.639999389648438,73.51000213623047
2015-12-08,21.559999465942383,73.04000091552734
2015-12-09,21.440000534057617,72.4800033569336
2015-12-10,21.469999313354492,72.6500015258789
2015-12-11,21.049999237060547,71.25
2015-12-14,21.049999237060547,71.58999633789062
2015-12-15,21.18000030517578,72.36000061035156
2015-12-16,21.389999389648438,73.41000366210938
2015-12-17,21.209999084472656,72.30999755859375
2015-12-18,20.989999771118164,70.41000366210938
2015-12-21,21.09000015258789,70.97000122070312
2015-12-22,21.18000030517578,71.5999984741211
2015-12-23,21.350000381469727,72.5
2015-12-24,21.34000015258789,72.37999725341797
2015-12-28,21.299999237060547,72.22000122070312
2015-12-29,21.43000030517578,73.01000213623047
2015-12-30,21.31999969482422,72.48999786376953
2015-12-31,21.219999313354492,71.80000305175781
2016-01-04,21.0,70.72000122070312
2016-01-05,21.010000228881836,70.86000061035156
2016-01-06,20.809999465942383,69.95999908447266
2016-01-07,20.469999313354492,68.30000305175781
2016-01-08,20.31999969482422,67.55999755859375
2016-01-11,20.260000228881836,67.62000274658203
2016-01-12,20.3799991607666,68.1500015258789
2016-01-13,20.030000686645508,66.44999694824219
2016-01-14,20.190000534057617,67.56999969482422
2016-01-15,19.90999984741211,66.11000061035156
2016-01-19,19.8700008392334,66.13999938964844
2016-01-20,19.770000457763672,65.37999725341797
2016-01-21,19.829999923706055,65.72000122070312
2016-01-22,20.1299991607666,67.05999755859375
2016-01-25,19.889999389648438,66.01000213623047
2016-01-26,20.040000915527344,66.94000244140625
2016-01-27,19.920000076293945,66.22000122070312
2016-01-28,19.989999771118164,66.58999633789062
2016-01-29,20.31999969482422,68.23999786376953
2016-02-01,20.290000915527344,68.20999908447266
2016-02-02,20.049999237060547,66.94000244140625
2016-02-03,20.100000381469727,67.30000305175781
2016-02-04,20.1299991607666,67.41000366210938
2016-02-05,19.809999465942383,66.16999816894531
2016-02-08,19.540000915527344,65.23999786376953
2016-02-09,19.540000915527344,65.20999908447266
2016-02-10,19.579999923706055,65.22000122070312
2016-02-11,19.399999618530273,64.43000030517578
2016-02-12,19.639999389648438,65.69000244140625
2016-02-16,19.8700008392334,66.80000305175781
2016-02-17,20.110000610351562,67.91000366210938
2016-02-18,20.049999237060547,67.58999633789062
2016-02-19,20.06999969482422,67.5999984741211
2016-02-22,20.270000457763672,68.58000183105469
2016-02-23,20.09000015258789,67.7300033569336
2016-02-24,20.1299991607666,68.04000091552734
2016-02-25,20.31999969482422,68.81999969482422
2016-02-26,20.329999923706055,68.69999694824219
2016-02-29,20.239999771118164,68.1500015258789
2016-03-01,20.549999237060547,69.77999877929688
2016-03-02,20.6200008392334,70.08000183105469
2016-03-03,20.700000762939453,70.33000183105469
2016-03-04,20.75,70.55999755859375
2016-03-07,20.770000457763672,70.62999725341797
2016-03-08,20.600000381469727,69.8499984741211
2016-03-09,20.639999389648438,70.20999908447266
2016-03-10,20.6299991607666,70.2300033569336
2016-03-11,20.8799991607666,71.4000015258789
2016-03-14,20.8799991607666,71.30999755859375
2016-03-15,20.84000015258789,71.19000244140625
2016-03-16,20.93000030517578,71.58999633789062
2016-03-17,21.030000686645508,72.05999755859375
2016-03-18,21.139999389648438,72.37999725341797
2016-03-21,21.139999389648438,72.44999694824219
2016-03-22,21.139999389648438,72.4000015258789
2016-03-23,21.030000686645508,71.94000244140625
2016-03-24,21.020000457763672,71.91000366210938
2016-03-28,21.020000457763672,71.94999694824219
2016-03-29,21.190000534057617,72.5999984741211
2016-03-30,21.25,72.91999816894531
2016-03-31,21.239999771118164,72.7699966430664
2016-04-01,21.31999969482422,73.2300033569336
2016-04-04,21.280000686645508,73.01000213623047
2016-04-05,21.149999618530273,72.27999877929688
2016-04-06,21.309999465942383,73.05999755859375
2016-04-07,21.149999618530273,72.19000244140625
2016-04-08,21.100000381469727,72.38999938964844
2016-04-11,21.059999465942383,72.19000244140625
2016-04-12,21.170000076293945,72.88999938964844
2016-04-13,21.350000381469727,73.62999725341797
2016-04-14,21.360000610351562,73.6500015258789
2016-04-15,21.3700008392334,73.19999694824219
2016-04-18,21.469999313354492,73.68000030517578
2016-04-19,21.540000915527344,73.9000015258789
2016-04-20,21.559999465942383,73.97000122070312
2016-04-21,21.5,73.58000183105469
2016-04-22,21.510000228881836,73.58999633789062
2016-04-25,21.489999771118164,73.44999694824219
2016-04-26,21.520000457763672,73.58999633789062
2016-04-27,21.579999923706055,73.72000122070312
2016-04-28,21.469999313354492,73.04000091552734
2016-04-29,21.40999984741211,72.66999816894531
2016-05-02,21.5,73.23999786376953
2016-05-03,21.360000610351562,72.61000061035156
2016-05-04,21.260000228881836,72.19000244140625
2016-05-05,21.270000457763672,72.19000244140625
2016-05-06,21.299999237060547,72.43000030517578
2016-05-09,21.309999465942383,72.48999786376953
2016-05-10,21.489999771118164,73.38999938964844
2016-05-11,21.3799991607666,72.7300033569336
2016-05-12,21.350000381469727,72.72000122070312
2016-05-13,21.270000457763672,72.11000061035156
2016-05-16,21.399999618530273,72.83000183105469
2016-05-17,21.290000915527344,72.16000366210938
2016-05-18,21.290000915527344,72.19000244140625
2016-05-19,21.229999542236328,71.91999816894531
2016-05-20,21.329999923706055,72.37000274658203
2016-05-23,21.290000915527344,72.22000122070312
2016-05-24,21.469999313354492,73.20999908447266
2016-05-25,21.559999465942383,73.72000122070312
2016-05-26,21.56999969482422,73.72000122070312
2016-05-27,21.639999389648438,74.05000305175781
2016-05-31,21.6299991607666,73.9800033569336
2016-06-01,21.65999984741211,74.06999969482422
2016-06-02,21.739999771118164,74.29000091552734
2016-06-03,21.709999084472656,74.08000183105469
2016-06-06,21.799999237060547,74.44000244140625
2016-06-07,21.829999923706055,74.54000091552734
2016-06-08,21.8799991607666,74.80000305175781
2016-06-09,21.84000015258789,74.66999816894531
2016-06-10,21.65999984741211,73.98999786376953
2016-06-13,21.540000915527344,73.41000366210938
2016-06-14,21.469999313354492,73.27999877929688
2016-06-15,21.479999542236328,73.16000366210938
2016-06-16,21.489999771118164,73.4000015258789
2016-06-17,21.440000534057617,73.16000366210938
2016-06-20,21.530000686645508,73.58000183105469
2016-06-21,21.559999465942383,73.79000091552734
2016-06-22,21.530000686645508,73.66999816894531
2016-06-23,21.739999771118164,74.6500015258789
2016-06-24,21.209999084472656,71.97000122070312
2016-06-27,20.93000030517578,70.66999816894531
2016-06-28,21.200000762939453,71.94000244140625
2016-06-29,21.450000762939453,73.18000030517578
2016-06-30,21.639999389648438,74.16999816894531
2016-07-01,21.700000762939453,74.33000183105469
2016-07-05,21.600000381469727,73.81999969482422
2016-07-06,21.68000030517578,74.23999786376953
2016-07-07,21.690000534057617,74.19000244140625
2016-07-08,21.829999923706055,74.94999694824219
2016-07-11,21.8799991607666,75.19999694824219
2016-07-12,21.979999542236328,75.7300033569336
2016-07-13,21.969999313354492,75.75
2016-07-14,22.040000915527344,76.1500015258789
2016-07-15,22.020000457763672,76.08000183105469
2016-07-18,22.06999969482422,76.26000213623047
2016-07-19,22.049999237060547,76.16000366210938
2016-07-20,22.1299991607666,76.48999786376953
2016-07-21,22.079999923706055,76.22000122070312
2016-07-22,22.149999618530273,76.55999755859375
2016-07-25,22.079999923706055,76.33000183105469
2016-07-26,22.110000610351562,76.36000061035156
2016-07-27,22.139999389648438,76.2699966430664
2016-07-28,22.170000076293945,76.4000015258789
2016-07-29,22.209999084472656,76.52999877929688
2016-08-01,22.170000076293945,76.43000030517578
2016-08-02,22.049999237060547,75.94000244140625
2016-08-03,22.09000015258789,76.20999908447266
2016-08-04,22.1299991607666,76.23999786376953
2016-08-05,22.219999313354492,76.9000015258789
2016-08-08,22.219999313354492,76.83999633789062
2016-08-09,22.270000457763672,76.87000274658203
2016-08-10,22.239999771118164,76.68000030517578
2016-08-11,22.329999923706055,77.05000305175781
2016-08-12,22.350000381469727,76.98999786376953
2016-08-15,22.40999984741211,77.22000122070312
2016-08-16,22.31999969482422,76.80999755859375
2016-08-17,22.350000381469727,76.97000122070312
2016-08-18,22.399999618530273,77.13999938964844
2016-08-19,22.399999618530273,77.04000091552734
2016-08-22,22.40999984741211,77.0
2016-08-23,22.450000762939453,77.1500015258789
2016-08-24,22.360000610351562,76.75
2016-08-25,22.34000015258789,76.6500015258789
2016-08-26,22.329999923706055,76.52999877929688
2016-08-29,22.40999984741211,76.94000244140625
2016-08-30,22.3700008392334,76.80000305175781
2016-08-31,22.31999969482422,76.62999725341797
2016-09-01,22.34000015258789,76.62999725341797
2016-09-02,22.40999984741211,76.95999908447266
2016-09-06,22.450000762939453,77.19000244140625
2016-09-07,22.450000762939453,77.19000244140625
2016-09-08,22.399999618530273,77.02999877929688
2016-09-09,22.010000228881836,75.13999938964844
2016-09-12,22.219999313354492,76.25
2016-09-13,21.989999771118164,75.13999938964844
2016-09-14,21.989999771118164,75.0999984741211
2016-09-15,22.149999618530273,75.87000274658203
2016-09-16,22.110000610351562,75.58000183105469
2016-09-19,22.110000610351562,75.58000183105469
2016-09-20,22.110000610351562,75.61000061035156
2016-09-21,22.299999237060547,76.43000030517578
2016-09-22,22.440000534057617,76.93000030517578
2016-09-23,22.34000015258789,76.48999786376953
2016-09-26,22.219999313354492,75.83999633789062
2016-09-27,22.299999237060547,76.33000183105469
2016-09-28,22.389999389648438,76.75
2016-09-29,22.239999771118164,76.04000091552734
2016-09-30,22.3700008392334,76.6500015258789
2016-10-03,22.309999465942383,76.41000366210938
2016-10-04,22.229999542236328,76.04000091552734
2016-10-05,22.290000915527344,76.38999938964844
2016-10-06,22.299999237060547,76.43000030517578
2016-10-07,22.260000228881836,75.80000305175781
2016-10-10,22.31999969482422,76.1500015258789
2016-10-11,22.1299991607666,75.19999694824219
2016-10-12,22.149999618530273,75.29000091552734
2016-10-13,22.100000381469727,75.05999755859375
2016-10-14,21.780000686645508,75.08000183105469
2016-10-17,21.729999542236328,74.8499984741211
2016-10-18,21.860000610351562,75.30999755859375
2016-10-19,21.920000076293945,75.48999786376953
2016-10-20,21.90999984741211,75.38999938964844
2016-10-21,21.889999389648438,75.37999725341797
2016-10-24,21.959999084472656,75.73999786376953
2016-10-25,21.8799991607666,75.45999908447266
2016-10-26,21.799999237060547,75.33000183105469
2016-10-27,21.739999771118164,75.0999984741211
2016-10-28,21.700000762939453,74.87999725341797
2016-10-31,21.690000534057617,74.87000274658203
2016-11-01,21.59000015258789,74.36000061035156
2016-11-02,21.479999542236328,73.87999725341797
2016-11-03,21.399999618530273,73.58000183105469
2016-11-04,21.3799991607666,73.45999908447266
2016-11-07,21.65999984741211,75.0999984741211
2016-11-08,21.670000076293945,75.41999816894531
2016-11-09,21.760000228881836,76.26000213623047
2016-11-10,21.729999542236328,76.41000366210938
2016-11-11,21.719999313354492,76.30000305175781
2016-11-14,21.670000076293945,76.30999755859375
2016-11-15,21.799999237060547,76.9000015258789
2016-11-16,21.809999465942383,76.79000091552734
2016-11-17,21.889999389648438,77.16000366210938
2016-11-18,21.829999923706055,76.98999786376953
2016-11-21,21.940000534057617,77.55999755859375
2016-11-22,21.979999542236328,77.7300033569336
2016-11-23,22.0,77.80000305175781
2016-11-25,22.030000686645508,78.11000061035156
2016-11-28,21.959999084472656,77.70999908447266
2016-11-29,21.969999313354492,77.83000183105469
2016-11-30,21.950000762939453,77.63999938964844
2016-12-01,21.8700008392334,77.37000274658203
2016-12-02,21.889999389648438,77.4000015258789
2016-12-05,22.0,77.86000061035156
2016-12-06,22.079999923706055,78.12000274658203
2016-12-07,22.280000686645508,79.16999816894531
2016-12-08,22.329999923706055,79.3499984741211
2016-12-09,22.170000076293945,79.81999969482422
2016-12-12,22.100000381469727,79.7300033569336
2016-12-13,22.200000762939453,80.2699966430664
2016-12-14,22.049999237060547,79.62000274658203
2016-12-15,22.09000015258789,79.93000030517578
2016-12-16,22.079999923706055,78.95999908447266
2016-12-19,22.1200008392334,79.12000274658203
2016-12-20,22.170000076293945,79.41999816894531
2016-12-21,22.139999389648438,79.2300033569336
2016-12-22,22.100000381469727,79.08999633789062
2016-12-23,22.139999389648438,79.19999694824219
2016-12-27,22.18000030517578,79.37000274658203
2016-12-28,22.06999969482422,78.72000122070312
2016-12-29,22.079999923706055,78.69999694824219
2016-12-30,22.020000457763672,78.3499984741211
2017-01-03,22.170000076293945,79.01000213623047
2017-01-04,22.299999237060547,79.4800033569336
2017-01-05,22.31999969482422,79.41999816894531
2017-01-06,22.3700008392334,79.72000122070312
2017-01-09,22.350000381469727,79.44000244140625
2017-01-10,22.3799991607666,79.44000244140625
2017-01-11,22.420000076293945,79.66999816894531
2017-01-12,22.3799991607666,79.5
2017-01-13,22.420000076293945,79.6500015258789
2017-01-17,22.3700008392334,79.41999816894531
2017-01-18,22.3700008392334,79.56999969482422
2017-01-19,22.329999923706055,79.27999877929688
2017-01-20,22.3700008392334,79.55000305175781
2017-01-23,22.3700008392334,79.33999633789062
2017-01-24,22.469999313354492,79.86000061035156
2017-01-25,22.579999923706055,80.5
2017-01-26,22.579999923706055,80.44999694824219
2017-01-27,22.549999237060547,80.37999725341797
2017-01-30,22.440000534057617,79.9000015258789
2017-01-31,22.459999084472656,79.83000183105469
2017-02-01,22.489999771118164,79.87000274658203
2017-02-02,22.5,79.91999816894531
2017-02-03,22.610000610351562,80.51000213623047
2017-02-06,22.600000381469727,80.33999633789062
2017-02-07,22.6200008392334,80.36000061035156
2017-02-08,22.65999984741211,80.44000244140625
2017-02-09,22.770000457763672,80.91999816894531
2017-02-10,22.829999923706055,81.20999908447266
2017-02-13,22.899999618530273,81.66000366210938
2017-02-14,22.950000762939453,82.01000213623047
2017-02-15,23.030000686645508,82.43000030517578
2017-02-16,23.020000457763672,82.37000274658203
2017-02-17,23.06999969482422,82.51000213623047
2017-02-21,23.170000076293945,83.01000213623047
2017-02-22,23.149999618530273,82.93000030517578
2017-02-23,23.149999618530273,82.97000122070312
2017-02-24,23.18000030517578,83.11000061035156
2017-02-27,23.209999084472656,83.20999908447266
2017-02-28,23.149999618530273,83.0
2017-03-01,23.34000015258789,84.1500015258789
2017-03-02,23.219999313354492,83.66000366210938
2017-03-03,23.239999771118164,83.70999908447266
2017-03-06,23.15999984741211,83.43000030517578
2017-03-07,23.100000381469727,83.19999694824219
2017-03-08,23.049999237060547,83.02999877929688
2017-03-09,23.030000686645508,83.0999984741211
2017-03-10,23.100000381469727,83.37000274658203
2017-03-13,23.110000610351562,83.43000030517578
2017-03-14,23.049999237060547,83.1500015258789
2017-03-15,23.229999542236328,83.8499984741211
2017-03-16,23.200000762939453,83.72000122070312
2017-03-17,23.190000534057617,83.61000061035156
2017-03-20,23.170000076293945,83.44000244140625
2017-03-21,22.959999084472656,82.41000366210938
2017-03-22,22.989999771118164,82.56999969482422
2017-03-23,23.0,82.4800033569336
2017-03-24,23.020000457763672,82.41999816894531
2017-03-27,23.030000686645508,82.33000183105469
2017-03-28,23.139999389648438,82.93000030517578
2017-03-29,23.209999084472656,83.04000091552734
2017-03-30,23.25,83.27999877929688
2017-03-31,23.239999771118164,83.08999633789062
2017-04-03,23.229999542236328,82.95999908447266
2017-04-04,23.229999542236328,83.0199966430664
2017-04-05,23.18000030517578,82.77999877929688
2017-04-06,23.239999771118164,82.95999908447266
2017-04-07,23.1299991607666,82.4000015258789
2017-04-10,23.15999984741211,82.45999908447266
2017-04-11,23.18000030517578,82.3499984741211
2017-04-12,23.1200008392334,82.04000091552734
2017-04-13,23.040000915527344,81.48999786376953
2017-04-17,23.170000076293945,82.19000244140625
2017-04-18,23.149999618530273,81.94999694824219
2017-04-19,23.139999389648438,81.81999969482422
2017-04-20,23.25,82.44000244140625
2017-04-21,23.200000762939453,82.19000244140625
2017-04-24,23.3700008392334,83.08000183105469
2017-04-25,23.459999084472656,83.58999633789062
2017-04-26,23.459999084472656,83.55000305175781
2017-04-27,23.450000762939453,83.61000061035156
2017-04-28,23.420000076293945,83.44999694824219
2017-05-01,23.450000762939453,83.58999633789062
2017-05-02,23.489999771118164,83.69000244140625
2017-05-03,23.450000762939453,83.5999984741211
2017-05-04,23.40999984741211,83.6500015258789
2017-05-05,23.489999771118164,84.0
2017-05-08,23.489999771118164,84.01000213623047
2017-05-09,23.5,83.93000030517578
2017-05-10,23.530000686645508,84.05000305175781
2017-05-11,23.5,83.9000015258789
2017-05-12,23.510000228881836,83.77999877929688
2017-05-15,23.56999969482422,84.19000244140625
2017-05-16,23.59000015258789,84.1500015258789
2017-05-17,23.299999237060547,82.63999938964844
2017-05-18,23.3700008392334,82.94999694824219
2017-05-19,23.559999465942383,83.51000213623047
2017-05-22,23.649999618530273,83.94000244140625
2017-05-23,23.65999984741211,84.0999984741211
2017-05-24,23.719999313354492,84.30999755859375
2017-05-25,23.799999237060547,84.69999694824219
2017-05-26,23.81999969482422,84.7300033569336
2017-05-30,23.809999465942383,84.6500015258789
2017-05-31,23.780000686645508,84.62000274658203
2017-06-01,23.920000076293945,85.2699966430664
2017-06-02,23.989999771118164,85.58999633789062
2017-06-05,23.950000762939453,85.48999786376953
2017-06-06,23.93000030517578,85.25
2017-06-07,23.940000534057617,85.4000015258789
2017-06-08,23.950000762939453,85.43000030517578
